change,id,source,title,lifecycle,published_before,source_url,exclusion_reason
changed_published_labels,sig_abc8129b546a4aebc75e,spain,Provision of the comprehensive management system service for physical and digital material of the Library of the Courts of Valencia.,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=a2z%2Fjk37wf8zjChw4z%2FXvw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_af0cdfd8e455235174b1,ted,"Multi-channel service, quality and systems services of the taxpayer IT service centre of Agencia Estatal de Administración Tributaria",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/85564-2026,
changed_published_labels,sig_b4a3f7624591e8f82ffa,ted,"Open procedure for the entrustment of the integrated service for the collection, archiving, storage and computerised management of paper-based medical and administrative documentation of the “Istituto G. Giglio di Cefalù” Foundation, including on-demand digitisation, handling and delivery of originals, management of document disposal and IT platform",OPEN,True,https://ted.europa.eu/en/notice/-/detail/609378-2026,
changed_published_labels,sig_bd55c71a618bb007f99d,ted,"Maintenance service for the SAP R3 computer application and utilities (ISU-CCS) defined in the integrated management system of municipal enterprises of the City Council of Gijón, by open procedure, subject to harmonised regulation",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/132412-2026,
changed_published_labels,sig_c184b5f774f5167507ae,ted,"Mixed contract for support and maintenance services, and the supply of a computer application for the management of Municipal Schools of Music and Dance.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/688394-2025,
changed_published_labels,sig_c2f50eb4480bbf551935,ted,"NOTICE OF MARKET CONSULTATION, pursuant to Article 77 of Legislative Decree 36/2023, for the verification of non-fungibility/exclusivity of the Application Management Services (AMS) service.",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/753637-2025,
changed_published_labels,sig_c89ed5d1b1f920faea9c,ted,Supply of the right to use software applications intended for analysing the case mix of the Minimum Basic Data Set (MBDS) of the Region of Murcia.,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/631995-2025,
changed_published_labels,sig_cc2be60787430fc6f8fa,ted,"Supply of Material Necessary for Carrying out Automated Haemostasis Analytical Techniques for the Haematology Laboratory of the Miguel Servet University Hospital of Zaragoza, as well as Leasing of the Necessary Equipment, Maintenance and its IT Connection to the Laboratory Information System.",OPEN,True,https://ted.europa.eu/en/notice/-/detail/628584-2026,
changed_published_labels,sig_cda7f63d98b39b8e5079,ted,IT security services,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/860426-2025,
changed_published_labels,sig_ced22469acb787247ac8,spain,Systems administration and development support services for Informática del Ayuntamiento de Madrid (3 lots),OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=uLhQsk4GxCOFlFRHfEzEaw%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_d44330ea0da6686aa929,ted,"European call for tenders by lots for the acquisition, via a Framework Agreement, of specialised IT services for the evolution of the entities' information system, in line with the strategic objectives and the guidelines for innovation and digital transformation of the three-year plan for IT in public administration.",OPEN,True,https://ted.europa.eu/en/notice/-/detail/627083-2026,
changed_published_labels,sig_da2b4b72c892d09e87ed,ted,Data analytics services of the Data Office of the IT Management of the Dirección General de Tráfico (3 Lots),FUTURE,True,https://ted.europa.eu/en/notice/-/detail/802164-2025,
changed_published_labels,sig_e46c7222e2bce53ce0f7,spain,Procurement of the update and maintenance service for the website and social media services of the House of Arts. Digital communication,OPEN,True,https://contrataciondelestado.es/wps/poc?idEvl=e47uwD%2B6N6vpxJFXpLZ%2B2A%3D%3D&uri=deeplink%3Adetalle_licitacion,
changed_published_labels,sig_e709c1e047187808913f,ted,Renewal of the IT security platform or firewalls,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/182946-2026,
changed_published_labels,sig_ea5300e57b5ffe3bf39f,ted,"User Support Services, operation and support of IT systems of the ICO Group",FUTURE,True,https://ted.europa.eu/en/notice/-/detail/141947-2026,
changed_published_labels,sig_f2ff53eecb5cc7d6a3e2,ted,ESRI Enterprise Agreement and software maintenance ArcGIS for RAG Aktiengesellschaft,OPEN,True,https://ted.europa.eu/en/notice/-/detail/593511-2026,
changed_published_labels,sig_f4d894a8f01099c5431c,ted,OPEN PROCEDURE FOR THE CONCLUSION OF A FRAMEWORK AGREEMENT DIVIDED INTO TWO LOTS FOR THE AWARD OF MULTI-YEAR WORKS AND SERVICES CONTRACTS FOR THE MANAGEMENT AND MAINTENANCE OF MUNICIPAL ASSETS. Lot 1: CIG BC9,OPEN,True,https://ted.europa.eu/en/notice/-/detail/630379-2026,
changed_published_labels,sig_f6a18333372ea9712cd4,ted,Consultancy services for the quality assurance of applications and IT developments managed by the Sub-directorate General for Informatics for Education and Innovation,FUTURE,True,https://ted.europa.eu/en/notice/-/detail/103436-2026,
changed_published_labels,sig_f9734a6e668c59b6062d,ted,"Supply through leasing without purchase option of sound and IT equipment for the delegation of economy, local development, commerce and employment, by lots.",OPEN,True,https://ted.europa.eu/en/notice/-/detail/614547-2026,
